timestamp,zone,load
11/20/2024 4:00:00 AM,PE,3107.221
11/20/2024 4:00:00 AM,PLCO,3616.135
11/20/2024 4:00:00 AM,PS,3626.901
11/20/2024 4:00:00 AM,RECO,113.457
11/20/2024 4:00:00 AM,SMECO,264.121
11/20/2024 4:00:00 AM,UGI,88.89
11/20/2024 4:00:00 AM,VMEU,63.67
11/20/2024 4:00:00 AM,ME,1386.603
11/20/2024 4:00:00 AM,PN,1611.025
11/20/2024 4:00:00 AM,JC,1755.31
11/20/2024 4:00:00 AM,EKPC,1091.21
11/20/2024 4:00:00 AM,EASTON,19.209
11/20/2024 4:00:00 AM,AEPAPT,3365.038
11/20/2024 4:00:00 AM,AEPIMP,2533.114
11/20/2024 4:00:00 AM,AEPKPT,468.467
11/20/2024 4:00:00 AM,AEPOPT,5646.876
11/20/2024 4:00:00 AM,AP,4541.285
11/20/2024 4:00:00 AM,BC,2454.467
11/20/2024 4:00:00 AM,AECO,766.019
11/20/2024 4:00:00 AM,DAY,1561.69
11/20/2024 4:00:00 AM,DEOK,2154.487
11/20/2024 4:00:00 AM,DOM,11747.64
11/20/2024 4:00:00 AM,DPLCO,1464.119
11/20/2024 4:00:00 AM,DUQ,1168.975
11/20/2024 4:00:00 AM,CE,8139.112
11/20/2024 5:00:00 AM,OE,5956.9
11/20/2024 5:00:00 AM,OVEC,35.0
11/20/2024 5:00:00 AM,PAPWR,492.959
11/20/2024 5:00:00 AM,PE,3335.113
11/20/2024 5:00:00 AM,PEPCO,2092.133
11/20/2024 5:00:00 AM,PLCO,3893.366
11/20/2024 5:00:00 AM,RECO,120.264
11/20/2024 5:00:00 AM,PS,3837.827
